sku;ad;dal;marka;aile_bugun;aile_yeni;slug_bugun;eski_ek_slug;slug_tr;slug_en;adres_tr;adres_en;uzunluk_tr;not
AVE-248566106;KENTALFAN 560 T6 1,1kW;plug-fans;casals;avens-plug-fanlar;avens-plug-fanlar;kentalfan-560-t6-1-1kw-248566106;;casals-kentalfan-560-t6-1-1kw-plug-fan-10020m3h-500pa;casals-kentalfan-560-t6-1-1kw-plug-fan-10020m3h-500pa;/tr/urun/casals-kentalfan-560-t6-1-1kw-plug-fan-10020m3h-500pa-p-ave-248566106;/en/products/casals-kentalfan-560-t6-1-1kw-plug-fan-10020m3h-500pa-p-ave-248566106;53;kural2
AVE-248634106;KENTALFAN 630 T4 5,5kW;plug-fans;casals;avens-plug-fanlar;avens-plug-fanlar;kentalfan-630-t4-5-5kw-248634106;;casals-kentalfan-630-t4-5-5kw-plug-fan-22550m3h-1450pa;casals-kentalfan-630-t4-5-5kw-plug-fan-22550m3h-1450pa;/tr/urun/casals-kentalfan-630-t4-5-5kw-plug-fan-22550m3h-1450pa-p-ave-248634106;/en/products/casals-kentalfan-630-t4-5-5kw-plug-fan-22550m3h-1450pa-p-ave-248634106;54;kural2
AVE-248636106;KENTALFAN 630 T6 1,5kW;plug-fans;casals;avens-plug-fanlar;avens-plug-fanlar;kentalfan-630-t6-1-5kw-248636106;;casals-kentalfan-630-t6-1-5kw-plug-fan-14280m3h-600pa;casals-kentalfan-630-t6-1-5kw-plug-fan-14280m3h-600pa;/tr/urun/casals-kentalfan-630-t6-1-5kw-plug-fan-14280m3h-600pa-p-ave-248636106;/en/products/casals-kentalfan-630-t6-1-5kw-plug-fan-14280m3h-600pa-p-ave-248636106;53;kural2
AVE-30100;BVU 1000-230W;shelter-ventilation;avens;avens-siginak-havalandirma-uniteleri;avens-bvu-siginak-havalandirma-uniteleri;bvu-1000-230w-30100;;avens-bvu-1000-230w-siginak-havalandirma-unitesi-1200m3h;avens-bvu-1000-230w-shelter-ventilation-unit-1200m3h;/tr/urun/avens-bvu-1000-230w-siginak-havalandirma-unitesi-1200m3h-p-ave-30100;/en/products/avens-bvu-1000-230w-shelter-ventilation-unit-1200m3h-p-ave-30100;56;kural2
AVE-30101;BVU 2000-310W;shelter-ventilation;avens;avens-siginak-havalandirma-uniteleri;avens-bvu-siginak-havalandirma-uniteleri;bvu-2000-310w-30101;;avens-bvu-2000-310w-siginak-havalandirma-unitesi;avens-bvu-2000-310w-shelter-ventilation-unit;/tr/urun/avens-bvu-2000-310w-siginak-havalandirma-unitesi-p-ave-30101;/en/products/avens-bvu-2000-310w-shelter-ventilation-unit-p-ave-30101;48;kural2
AVE-30102;BVU 3000-430W;shelter-ventilation;avens;avens-siginak-havalandirma-uniteleri;avens-bvu-siginak-havalandirma-uniteleri;bvu-3000-430w-30102;;avens-bvu-3000-430w-siginak-havalandirma-unitesi-3200m3h;avens-bvu-3000-430w-shelter-ventilation-unit-3200m3h;/tr/urun/avens-bvu-3000-430w-siginak-havalandirma-unitesi-3200m3h-p-ave-30102;/en/products/avens-bvu-3000-430w-shelter-ventilation-unit-3200m3h-p-ave-30102;56;kural2
AVE-30110;BVU-LS 1000;spare-parts-sensors;avens;avens-bvu-ls;avens-bvu-ls-kursun-seperator;bvu-ls-1000-30110;;avens-bvu-ls-1000-yedek-parca;avens-bvu-ls-1000-spare-part;/tr/urun/avens-bvu-ls-1000-yedek-parca-p-ave-30110;/en/products/avens-bvu-ls-1000-spare-part-p-ave-30110;29;
AVE-30111;BVU-LS 2000/3000;spare-parts-sensors;avens;avens-bvu-ls;avens-bvu-ls-kursun-seperator;bvu-ls-2000-3000-30111;;avens-bvu-ls-2000-3000-yedek-parca;avens-bvu-ls-2000-3000-spare-part;/tr/urun/avens-bvu-ls-2000-3000-yedek-parca-p-ave-30111;/en/products/avens-bvu-ls-2000-3000-spare-part-p-ave-30111;34;
AVE-60006;AVenS 2,5 A HIZ ANAHTARI;speed-controllers;avens;avens-hiz-anahtarlari;avens-hiz-anahtarlari;avens-2-5-a-hiz-anahtari-60006;;avens-2-5a-hiz-anahtari;avens-2-5a-speed-controller;/tr/urun/avens-2-5a-hiz-anahtari-p-ave-60006;/en/products/avens-2-5a-speed-controller-p-ave-60006;23;
AVE-80141;FC-51 - 230V - 0,37kW Frekans Konvertörü;frequency-converters;danfoss;danfoss-fc51;danfoss-vlt-micro-drive-fc-51;fc-51-230v-0-37kw-frekans-konvertoru-80141;;danfoss-fc-51-230v-0-37kw-frekans-konvertoru;danfoss-fc-51-230v-0-37kw-frequency-converter;/tr/urun/danfoss-fc-51-230v-0-37kw-frekans-konvertoru-p-ave-80141;/en/products/danfoss-fc-51-230v-0-37kw-frequency-converter-p-ave-80141;44;kural2
AVE-ENKEC155;ENKELFAN 155 EEC;plug-fans;casals;avens-enkelfan-ec-plug;avens-enkelfan-ec-motorlu-plug-fanlar;enkelfan-155-eec-enkec-155;;casals-enkelfan-155-eec-plug-fan;casals-enkelfan-155-eec-plug-fan;/tr/urun/casals-enkelfan-155-eec-plug-fan-p-ave-enkec155;/en/products/casals-enkelfan-155-eec-plug-fan-p-ave-enkec155;32;specs-bos
AVE-ENKEC190;ENKELFAN 190 EEC;plug-fans;casals;avens-enkelfan-ec-plug;avens-enkelfan-ec-motorlu-plug-fanlar;enkelfan-190-eec-enkec-190;;casals-enkelfan-190-eec-plug-fan;casals-enkelfan-190-eec-plug-fan;/tr/urun/casals-enkelfan-190-eec-plug-fan-p-ave-enkec190;/en/products/casals-enkelfan-190-eec-plug-fan-p-ave-enkec190;32;specs-bos
AVE-ENKEC250;ENKELFAN 250 EEC;plug-fans;casals;avens-enkelfan-ec-plug;avens-enkelfan-ec-motorlu-plug-fanlar;enkelfan-250-eec-enkec-250;;casals-enkelfan-250-eec-plug-fan;casals-enkelfan-250-eec-plug-fan;/tr/urun/casals-enkelfan-250-eec-plug-fan-p-ave-enkec250;/en/products/casals-enkelfan-250-eec-plug-fan-p-ave-enkec250;32;specs-bos
AVE-ENKEC310;ENKELFAN 310 EEC;plug-fans;casals;avens-enkelfan-ec-plug;avens-enkelfan-ec-motorlu-plug-fanlar;enkelfan-310-eec-enkec-310;;casals-enkelfan-310-eec-plug-fan;casals-enkelfan-310-eec-plug-fan;/tr/urun/casals-enkelfan-310-eec-plug-fan-p-ave-enkec310;/en/products/casals-enkelfan-310-eec-plug-fan-p-ave-enkec310;32;specs-bos
AVE-ENKEC355;ENKELFAN 355 EEC;plug-fans;casals;avens-enkelfan-ec-plug;avens-enkelfan-ec-motorlu-plug-fanlar;enkelfan-355-eec-enkec-355;;casals-enkelfan-355-eec-plug-fan;casals-enkelfan-355-eec-plug-fan;/tr/urun/casals-enkelfan-355-eec-plug-fan-p-ave-enkec355;/en/products/casals-enkelfan-355-eec-plug-fan-p-ave-enkec355;32;specs-bos
AVE-ENKEC450;ENKELFAN 450 EEC;plug-fans;casals;avens-enkelfan-ec-plug;avens-enkelfan-ec-motorlu-plug-fanlar;enkelfan-450-eec-enkec-450;;casals-enkelfan-450-eec-plug-fan;casals-enkelfan-450-eec-plug-fan;/tr/urun/casals-enkelfan-450-eec-plug-fan-p-ave-enkec450;/en/products/casals-enkelfan-450-eec-plug-fan-p-ave-enkec450;32;specs-bos
AVE-ENKEC500;ENKELFAN 500 EEC;plug-fans;casals;avens-enkelfan-ec-plug;avens-enkelfan-ec-motorlu-plug-fanlar;enkelfan-500-eec-enkec-500;;casals-enkelfan-500-eec-plug-fan;casals-enkelfan-500-eec-plug-fan;/tr/urun/casals-enkelfan-500-eec-plug-fan-p-ave-enkec500;/en/products/casals-enkelfan-500-eec-plug-fan-p-ave-enkec500;32;specs-bos
AVE-ENKEC560;ENKELFAN 560 EEC;plug-fans;casals;avens-enkelfan-ec-plug;avens-enkelfan-ec-motorlu-plug-fanlar;enkelfan-560-eec-enkec-560;;casals-enkelfan-560-eec-plug-fan;casals-enkelfan-560-eec-plug-fan;/tr/urun/casals-enkelfan-560-eec-plug-fan-p-ave-enkec560;/en/products/casals-enkelfan-560-eec-plug-fan-p-ave-enkec560;32;specs-bos
AVE-ENKEC630;ENKELFAN 630 EEC;plug-fans;casals;avens-enkelfan-ec-plug;avens-enkelfan-ec-motorlu-plug-fanlar;enkelfan-630-eec-enkec630;;casals-enkelfan-630-eec-plug-fan;casals-enkelfan-630-eec-plug-fan;/tr/urun/casals-enkelfan-630-eec-plug-fan-p-ave-enkec630;/en/products/casals-enkelfan-630-eec-plug-fan-p-ave-enkec630;32;specs-bos
AVE-NS10014225;NIMUS 1001 T4 45kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-1001-t4-45kw-ns10014225;;casals-nimus-1001-t4-45kw-radyal-fan;casals-nimus-1001-t4-45kw-centrifugal-fan;/tr/urun/casals-nimus-1001-t4-45kw-radyal-fan-p-ave-ns10014225;/en/products/casals-nimus-1001-t4-45kw-centrifugal-fan-p-ave-ns10014225;36;specs-bos
AVE-NS311280;NIMUS 311 T2 1,1kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-311-t2-1-1kw-ns311280;;casals-nimus-311-t2-1-1kw-radyal-fan;casals-nimus-311-t2-1-1kw-centrifugal-fan;/tr/urun/casals-nimus-311-t2-1-1kw-radyal-fan-p-ave-ns311280;/en/products/casals-nimus-311-t2-1-1kw-centrifugal-fan-p-ave-ns311280;36;specs-bos
AVE-NS351290;NIMUS 351 T2 2,2kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-351-t2-2-2kw-ns351290;;casals-nimus-351-t2-2-2kw-radyal-fan;casals-nimus-351-t2-2-2kw-centrifugal-fan;/tr/urun/casals-nimus-351-t2-2-2kw-radyal-fan-p-ave-ns351290;/en/products/casals-nimus-351-t2-2-2kw-centrifugal-fan-p-ave-ns351290;36;specs-bos
AVE-NS351471;NIMUS 351 T4 0,37kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-351-t4-0-37kw-ns351471;;casals-nimus-351-t4-0-37kw-radyal-fan;casals-nimus-351-t4-0-37kw-centrifugal-fan;/tr/urun/casals-nimus-351-t4-0-37kw-radyal-fan-p-ave-ns351471;/en/products/casals-nimus-351-t4-0-37kw-centrifugal-fan-p-ave-ns351471;37;specs-bos
AVE-NS4012100;NIMUS 401 T2 4kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-401-t2-4kw-ns4012100;;casals-nimus-401-t2-4kw-radyal-fan;casals-nimus-401-t2-4kw-centrifugal-fan;/tr/urun/casals-nimus-401-t2-4kw-radyal-fan-p-ave-ns4012100;/en/products/casals-nimus-401-t2-4kw-centrifugal-fan-p-ave-ns4012100;34;specs-bos
AVE-NS401480;NIMUS 401 T4 0,55kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-401-t4-0-55kw-ns401480;;casals-nimus-401-t4-0-55kw-radyal-fan;casals-nimus-401-t4-0-55kw-centrifugal-fan;/tr/urun/casals-nimus-401-t4-0-55kw-radyal-fan-p-ave-ns401480;/en/products/casals-nimus-401-t4-0-55kw-centrifugal-fan-p-ave-ns401480;37;specs-bos
AVE-NS4512132;NIMUS 451 T2 7,5kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-451-t2-7-5kw-ns4512132;;casals-nimus-451-t2-7-5kw-radyal-fan;casals-nimus-451-t2-7-5kw-centrifugal-fan;/tr/urun/casals-nimus-451-t2-7-5kw-radyal-fan-p-ave-ns4512132;/en/products/casals-nimus-451-t2-7-5kw-centrifugal-fan-p-ave-ns4512132;36;specs-bos
AVE-NS451480;NIMUS 451 T4 0,75kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-451-t4-0-75kw-ns451480;;casals-nimus-451-t4-0-75kw-radyal-fan;casals-nimus-451-t4-0-75kw-centrifugal-fan;/tr/urun/casals-nimus-451-t4-0-75kw-radyal-fan-p-ave-ns451480;/en/products/casals-nimus-451-t4-0-75kw-centrifugal-fan-p-ave-ns451480;37;specs-bos
AVE-NS5012160;NIMUS 501 T2 11kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-501-t2-11kw-ns5012160;;casals-nimus-501-t2-11kw-radyal-fan;casals-nimus-501-t2-11kw-centrifugal-fan;/tr/urun/casals-nimus-501-t2-11kw-radyal-fan-p-ave-ns5012160;/en/products/casals-nimus-501-t2-11kw-centrifugal-fan-p-ave-ns5012160;35;specs-bos
AVE-NS501490;NIMUS 501 T4 1,5kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-501-t4-1-5kw-ns501490;;casals-nimus-501-t4-1-5kw-radyal-fan;casals-nimus-501-t4-1-5kw-centrifugal-fan;/tr/urun/casals-nimus-501-t4-1-5kw-radyal-fan-p-ave-ns501490;/en/products/casals-nimus-501-t4-1-5kw-centrifugal-fan-p-ave-ns501490;36;specs-bos
AVE-NS5624100;NIMUS 561 T4 2,2kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-561-t4-2-2kw-ns5624100;;casals-nimus-561-t4-2-2kw-radyal-fan;casals-nimus-561-t4-2-2kw-centrifugal-fan;/tr/urun/casals-nimus-561-t4-2-2kw-radyal-fan-p-ave-ns5624100;/en/products/casals-nimus-561-t4-2-2kw-centrifugal-fan-p-ave-ns5624100;36;specs-bos
AVE-NS6314112;NIMUS 631 T4 4kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-631-t4-4kw-ns6314112;;casals-nimus-631-t4-4kw-radyal-fan;casals-nimus-631-t4-4kw-centrifugal-fan;/tr/urun/casals-nimus-631-t4-4kw-radyal-fan-p-ave-ns6314112;/en/products/casals-nimus-631-t4-4kw-centrifugal-fan-p-ave-ns6314112;34;specs-bos
AVE-NS7114132;NIMUS 711 T4 7,5kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-711-t4-7-5kw-ns7114132;;casals-nimus-711-t4-7-5kw-radyal-fan;casals-nimus-711-t4-7-5kw-centrifugal-fan;/tr/urun/casals-nimus-711-t4-7-5kw-radyal-fan-p-ave-ns7114132;/en/products/casals-nimus-711-t4-7-5kw-centrifugal-fan-p-ave-ns7114132;36;specs-bos
AVE-NS8014160;NIMUS 801 T4 15kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-801-t4-15kw-ns8014160;;casals-nimus-801-t4-15kw-radyal-fan;casals-nimus-801-t4-15kw-centrifugal-fan;/tr/urun/casals-nimus-801-t4-15kw-radyal-fan-p-ave-ns8014160;/en/products/casals-nimus-801-t4-15kw-centrifugal-fan-p-ave-ns8014160;35;specs-bos
AVE-NS9014200;NIMUS 901 T4 30kW;centrifugal-fans;casals;avens-nimus;avens-nimus-santrifuj-fanlar;nimus-901-t4-30kw-ns9014200;;casals-nimus-901-t4-30kw-radyal-fan;casals-nimus-901-t4-30kw-centrifugal-fan;/tr/urun/casals-nimus-901-t4-30kw-radyal-fan-p-ave-ns9014200;/en/products/casals-nimus-901-t4-30kw-centrifugal-fan-p-ave-ns9014200;35;specs-bos
AVE-NX10034250;NIMAX 1004 T4 55kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-1004-t4-55kw-nx10034250;;casals-nimax-1004-t4-55kw-radyal-fan;casals-nimax-1004-t4-55kw-centrifugal-fan;/tr/urun/casals-nimax-1004-t4-55kw-radyal-fan-p-ave-nx10034250;/en/products/casals-nimax-1004-t4-55kw-centrifugal-fan-p-ave-nx10034250;36;specs-bos
AVE-NX313290;NIMAX 314 T2 1,5kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-314-t2-1-5kw-nx313290;;casals-nimax-314-t2-1-5kw-radyal-fan;casals-nimax-314-t2-1-5kw-centrifugal-fan;/tr/urun/casals-nimax-314-t2-1-5kw-radyal-fan-p-ave-nx313290;/en/products/casals-nimax-314-t2-1-5kw-centrifugal-fan-p-ave-nx313290;36;specs-bos
AVE-NX353290;NIMAX 354 T2 3kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-354-t2-3kw-nx353290;;casals-nimax-354-t2-3kw-radyal-fan;casals-nimax-354-t2-3kw-centrifugal-fan;/tr/urun/casals-nimax-354-t2-3kw-radyal-fan-p-ave-nx353290;/en/products/casals-nimax-354-t2-3kw-centrifugal-fan-p-ave-nx353290;34;specs-bos
AVE-NX353471;NIMAX 354 T4 0,37kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-354-t4-0-37kw-nx353471;;casals-nimax-354-t4-0-37kw-radyal-fan;casals-nimax-354-t4-0-37kw-centrifugal-fan;/tr/urun/casals-nimax-354-t4-0-37kw-radyal-fan-p-ave-nx353471;/en/products/casals-nimax-354-t4-0-37kw-centrifugal-fan-p-ave-nx353471;37;specs-bos
AVE-NX4032112;NIMAX 404 T2 5,5kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-404-t2-5-5kw-nx4032112;;casals-nimax-404-t2-5-5kw-radyal-fan;casals-nimax-404-t2-5-5kw-centrifugal-fan;/tr/urun/casals-nimax-404-t2-5-5kw-radyal-fan-p-ave-nx4032112;/en/products/casals-nimax-404-t2-5-5kw-centrifugal-fan-p-ave-nx4032112;36;specs-bos
AVE-NX403480;NIMAX 404 T4 0,55kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-404-t4-0-55kw-nx403480;;casals-nimax-404-t4-0-55kw-radyal-fan;casals-nimax-404-t4-0-55kw-centrifugal-fan;/tr/urun/casals-nimax-404-t4-0-55kw-radyal-fan-p-ave-nx403480;/en/products/casals-nimax-404-t4-0-55kw-centrifugal-fan-p-ave-nx403480;37;specs-bos
AVE-NX4532132;NIMAX 454 T2 11kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-454-t2-11kw-nx4532132;;casals-nimax-454-t2-11kw-radyal-fan;casals-nimax-454-t2-11kw-centrifugal-fan;/tr/urun/casals-nimax-454-t2-11kw-radyal-fan-p-ave-nx4532132;/en/products/casals-nimax-454-t2-11kw-centrifugal-fan-p-ave-nx4532132;35;specs-bos
AVE-NX453490;NIMAX 454 T4 1,1kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-454-t4-1-1kw-nx453490;;casals-nimax-454-t4-1-1kw-radyal-fan;casals-nimax-454-t4-1-1kw-centrifugal-fan;/tr/urun/casals-nimax-454-t4-1-1kw-radyal-fan-p-ave-nx453490;/en/products/casals-nimax-454-t4-1-1kw-centrifugal-fan-p-ave-nx453490;36;specs-bos
AVE-NX5032160;NIMAX 504 T2 15kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-504-t2-15kw-nx5032160;;casals-nimax-504-t2-15kw-radyal-fan;casals-nimax-504-t2-15kw-centrifugal-fan;/tr/urun/casals-nimax-504-t2-15kw-radyal-fan-p-ave-nx5032160;/en/products/casals-nimax-504-t2-15kw-centrifugal-fan-p-ave-nx5032160;35;specs-bos
AVE-NX503490;NIMAX 504 T4 2,2kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-504-t4-2-2kw-nx503490;;casals-nimax-504-t4-2-2kw-radyal-fan;casals-nimax-504-t4-2-2kw-centrifugal-fan;/tr/urun/casals-nimax-504-t4-2-2kw-radyal-fan-p-ave-nx503490;/en/products/casals-nimax-504-t4-2-2kw-centrifugal-fan-p-ave-nx503490;36;specs-bos
AVE-NX5634100;NIMAX 564 T4 3kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-564-t4-3kw-nx5634100;;casals-nimax-564-t4-3kw-radyal-fan;casals-nimax-564-t4-3kw-centrifugal-fan;/tr/urun/casals-nimax-564-t4-3kw-radyal-fan-p-ave-nx5634100;/en/products/casals-nimax-564-t4-3kw-centrifugal-fan-p-ave-nx5634100;34;specs-bos
AVE-NX6334132;NIMAX 634 T4 5,5kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-634-t4-5-5kw-nx6334132;;casals-nimax-634-t4-5-5kw-radyal-fan;casals-nimax-634-t4-5-5kw-centrifugal-fan;/tr/urun/casals-nimax-634-t4-5-5kw-radyal-fan-p-ave-nx6334132;/en/products/casals-nimax-634-t4-5-5kw-centrifugal-fan-p-ave-nx6334132;36;specs-bos
AVE-NX7144160;NIMAX 714 T4 11kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-714-t4-11kw-nx7144160;;casals-nimax-714-t4-11kw-radyal-fan;casals-nimax-714-t4-11kw-centrifugal-fan;/tr/urun/casals-nimax-714-t4-11kw-radyal-fan-p-ave-nx7144160;/en/products/casals-nimax-714-t4-11kw-centrifugal-fan-p-ave-nx7144160;35;specs-bos
AVE-NX8034180;NIMAX 804 T4 18,5kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-804-t4-18-5kw-nx8034180;;casals-nimax-804-t4-18-5kw-radyal-fan;casals-nimax-804-t4-18-5kw-centrifugal-fan;/tr/urun/casals-nimax-804-t4-18-5kw-radyal-fan-p-ave-nx8034180;/en/products/casals-nimax-804-t4-18-5kw-centrifugal-fan-p-ave-nx8034180;37;specs-bos
AVE-NX9034200;NIMAX 904 T4 37kW;centrifugal-fans;casals;avens-nimax;avens-nimax-santrifuj-fanlar;nimax-904-t4-37kw-nx9034200;;casals-nimax-904-t4-37kw-radyal-fan;casals-nimax-904-t4-37kw-centrifugal-fan;/tr/urun/casals-nimax-904-t4-37kw-radyal-fan-p-ave-nx9034200;/en/products/casals-nimax-904-t4-37kw-centrifugal-fan-p-ave-nx9034200;35;specs-bos
DAN-80101;FC-51 - 220V - 0,37kW Frekans Konvertörü;frequency-converters;danfoss;danfoss-fc51;danfoss-vlt-micro-drive-fc-51;fc-51-220v-0-37kw-frekans-inventoru-80101;;danfoss-fc-51-220v-0-37kw-frekans-konvertoru;danfoss-fc-51-220v-0-37kw-frequency-converter;/tr/urun/danfoss-fc-51-220v-0-37kw-frekans-konvertoru-p-dan-80101;/en/products/danfoss-fc-51-220v-0-37kw-frequency-converter-p-dan-80101;44;kural2
DAN-80102;FC-101 - 380V - 1,5kW Frekans Konvertörü;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc-101-380v-1-5kw-frekans-konvertoru-80102;;danfoss-fc-101-380v-1-5kw-frekans-konvertoru-3faz;danfoss-fc-101-380v-1-5kw-frequency-converter-3faz;/tr/urun/danfoss-fc-101-380v-1-5kw-frekans-konvertoru-3faz-p-dan-80102;/en/products/danfoss-fc-101-380v-1-5kw-frequency-converter-3faz-p-dan-80102;49;kural2
DAN-80103;FC 101-2.2kW Frekans Konvertörü;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc-101-2-2kw-frenkans-konvertoru-80103;;danfoss-fc-101-2-2kw-frekans-konvertoru-480v-3faz;danfoss-fc-101-2-2kw-frequency-converter-480v-3faz;/tr/urun/danfoss-fc-101-2-2kw-frekans-konvertoru-480v-3faz-p-dan-80103;/en/products/danfoss-fc-101-2-2kw-frequency-converter-480v-3faz-p-dan-80103;49;kural2
DAN-80104;FC-101 - 380V - 3kW Frekans Konvertörü;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc-101-380v-3kw-frekans-konvertoru-80104;;danfoss-fc-101-380v-3kw-frekans-konvertoru-3faz;danfoss-fc-101-380v-3kw-frequency-converter-3faz;/tr/urun/danfoss-fc-101-380v-3kw-frekans-konvertoru-3faz-p-dan-80104;/en/products/danfoss-fc-101-380v-3kw-frequency-converter-3faz-p-dan-80104;47;kural2
DAN-80105;FC101P4K0 4;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc101p4k0-4-80105;;danfoss-fc101p4k0-4-frekans-konvertoru-480v-3faz;danfoss-fc101p4k0-4-frequency-converter-480v-3faz;/tr/urun/danfoss-fc101p4k0-4-frekans-konvertoru-480v-3faz-p-dan-80105;/en/products/danfoss-fc101p4k0-4-frequency-converter-480v-3faz-p-dan-80105;48;kural2
DAN-80106;FC-101 - 380V - 5,5kW Frekans Konvertörü;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc-101-380v-5-5kw-frekans-konvertoru-80106;;danfoss-fc-101-380v-5-5kw-frekans-konvertoru-3faz;danfoss-fc-101-380v-5-5kw-frequency-converter-3faz;/tr/urun/danfoss-fc-101-380v-5-5kw-frekans-konvertoru-3faz-p-dan-80106;/en/products/danfoss-fc-101-380v-5-5kw-frequency-converter-3faz-p-dan-80106;49;kural2
DAN-80107;FC101P7K5 7,5;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc101p7k5-7-5-80107;;danfoss-fc101p7k5-7-5-frekans-konvertoru-480v-3faz;danfoss-fc101p7k5-7-5-frequency-converter-480v-3faz;/tr/urun/danfoss-fc101p7k5-7-5-frekans-konvertoru-480v-3faz-p-dan-80107;/en/products/danfoss-fc101p7k5-7-5-frequency-converter-480v-3faz-p-dan-80107;50;kural2
DAN-80108;FC101P11K 11;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc101p11k-11-80108;;danfoss-fc101p11k-11-frekans-konvertoru-480v-3faz;danfoss-fc101p11k-11-frequency-converter-480v-3faz;/tr/urun/danfoss-fc101p11k-11-frekans-konvertoru-480v-3faz-p-dan-80108;/en/products/danfoss-fc101p11k-11-frequency-converter-480v-3faz-p-dan-80108;49;kural2
DAN-80109;FC101P15K 15;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc101p15k-15-80109;;danfoss-fc101p15k-15-frekans-konvertoru-480v-3faz;danfoss-fc101p15k-15-frequency-converter-480v-3faz;/tr/urun/danfoss-fc101p15k-15-frekans-konvertoru-480v-3faz-p-dan-80109;/en/products/danfoss-fc101p15k-15-frequency-converter-480v-3faz-p-dan-80109;49;kural2
DAN-80110;FC101P18K 18,5;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc101p18k-18-5-80110;;danfoss-fc101p18k-18-5-frekans-konvertoru-480v-3faz;danfoss-fc101p18k-18-5-frequency-converter-480v-3faz;/tr/urun/danfoss-fc101p18k-18-5-frekans-konvertoru-480v-3faz-p-dan-80110;/en/products/danfoss-fc101p18k-18-5-frequency-converter-480v-3faz-p-dan-80110;51;kural2
DAN-80111;FC101P22K 22;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc101p22k-22-80111;;danfoss-fc101p22k-22-frekans-konvertoru-480v-3faz;danfoss-fc101p22k-22-frequency-converter-480v-3faz;/tr/urun/danfoss-fc101p22k-22-frekans-konvertoru-480v-3faz-p-dan-80111;/en/products/danfoss-fc101p22k-22-frequency-converter-480v-3faz-p-dan-80111;49;kural2
DAN-80112;FC101P30K 30;frequency-converters;danfoss;danfoss-fc101;danfoss-vlt-hvac-basic-drive-fc-101;fc101p30k-30-80112;;danfoss-fc101p30k-30-frekans-konvertoru-480v-3faz;danfoss-fc101p30k-30-frequency-converter-480v-3faz;/tr/urun/danfoss-fc101p30k-30-frekans-konvertoru-480v-3faz-p-dan-80112;/en/products/danfoss-fc101p30k-30-frequency-converter-480v-3faz-p-dan-80112;49;kural2
